 #(He-core: Althaus et al. 2013, CO-core: Camisassa et al. 2016, ONe-core: Camisassa et al. 2019)
  #Log(g) log(teff) mWD    tcool(gyr)  R(Rsun)   core   log(L)   TpreWD(gyr)  Mzams     Mbol      G3        Bp3      Rp3         u         g       r          i       z         g         r         i         z         y         U         B         V         R         I         J         H         K         FUV       NUV
  7.00   4.580   0.350     0.00005    0.031161   He     0.257     0.00000   0.000    4.0987    7.6646    7.4966    7.9927    7.0635    7.4096    7.9337    8.3027    8.6657    7.4696    7.9407    8.3277    8.6167    8.8237    6.2765    7.4355    7.7087    7.8487    8.0317    8.4367    8.5697    8.6737    5.7183    6.2944
  7.00   4.560   0.347     0.00006    0.031038   He     0.173     0.00000   0.000    4.3072    7.7420    7.5762    8.0668    7.1601    7.4895    8.0096    8.3749    8.7381    7.5480    8.0165    8.4009    8.6881    8.8954    6.3711    7.5176    7.7865    7.9258    8.1049    8.5065    8.6362    8.7390    5.8323    6.4012
  7.00   4.540   0.345     0.00008    0.030906   He     0.090     0.00000   0.000    4.5157    7.8307    7.6670    8.1487    7.2679    7.5790    8.0947    8.4580    8.8184    7.6370    8.1000    8.4834    8.7684    8.9750    6.4792    7.6103    7.8703    8.0090    8.1860    8.5863    8.7111    8.8150    5.9588    6.5195
  7.00   4.520   0.342     0.00010    0.030768   He     0.006     0.00000   0.000    4.7243    7.9273    7.7671    8.2400    7.3905    7.6777    8.1883    8.5476    8.9077    7.7343    8.1933    8.5747    8.8592    9.0622    6.6006    7.7108    7.9653    8.1019    8.2770    8.6598    8.7947    8.8971    6.0985    6.6552
  7.00   4.500   0.339     0.00013    0.030627   He    -0.077     0.00000   0.000    4.9330    8.0339    7.8782    8.3388    7.5267    7.7850    8.2895    8.6472    9.0053    7.8402    8.2962    8.6748    8.9567    9.1583    6.7363    7.8217    8.0675    8.2020    8.3758    8.7695    8.8810    8.9851    6.2555    6.8057
  7.00   4.480   0.337     0.00016    0.030482   He    -0.161     0.00000   0.000    5.1418    8.1460    7.9953    8.4431    7.6723    7.9014    8.3967    8.7494    9.1039    7.9538    8.4019    8.7756    9.0567    9.2569    6.8805    7.9445    8.1747    8.3070    8.4766    8.8688    8.9711    9.0716    6.4153    6.9627
  7.00   4.460   0.334     0.00020    0.030335   He    -0.244     0.00000   0.000    5.3506    8.2637    8.1174    8.5503    7.8317    8.0205    8.5095    8.8597    9.2095    8.0729    8.5155    8.8840    9.1627    9.3583    7.0366    8.0682    8.2898    8.4203    8.5837    8.9469    9.0614    9.1606    6.6072    7.1461
  7.00   4.440   0.331     0.00026    0.030186   He    -0.328     0.00000   0.000    5.5596    8.3757    8.2339    8.6506    7.9816    8.1364    8.6140    8.9587    9.3042    8.1851    8.6185    8.9841    9.2572    9.4512    7.1856    8.1877    8.3960    8.5240    8.6812    9.0493    9.1455    9.2390    6.7949    7.3212
  7.00   4.420   0.328     0.00034    0.030033   He    -0.411     0.00000   0.000    5.7687    8.4805    8.3453    8.7448    8.1250    8.2470    8.7126    9.0514    9.3940    8.2939    8.7172    9.0768    9.3490    9.5373    7.3273    8.3049    8.4983    8.6216    8.7744    9.1288    9.2218    9.3089    6.9876    7.4967
  7.00   4.400   0.325     0.00045    0.029875   He    -0.495     0.00000   0.000    5.9782    8.5838    8.4541    8.8343    8.2655    8.3541    8.8088    9.1406    9.4787    8.3992    8.8128    9.1690    9.4347    9.6217    7.4675    8.4172    8.5957    8.7159    8.8616    9.1902    9.2992    9.3868    7.1894    7.6687
