- M = 1.25 Mo
- log q(H) = -6.0
- log q(He) = -3.0
- X(O) from Bauer (2023)
- X(Ne) = 0.030
- Partial distillation
 
    t (Gyr)     Teff      log g        R/Ro      log L/Lo
  --------------------------------------------------------
   0.000000   70000.98   9.134418   0.00501294  -0.266358
   0.000100   69620.42   9.134701   0.00501131  -0.276110
   0.000200   69189.00   9.135399   0.00500728  -0.287606
   0.000400   68412.03   9.136078   0.00500337  -0.307904
   0.000800   67314.45   9.136916   0.00499855  -0.336838
   0.001502   66121.82   9.137878   0.00499301  -0.368854
   0.002492   65046.67   9.138854   0.00498741  -0.398309
   0.003816   64001.76   9.139888   0.00498147  -0.427476
   0.005387   62984.82   9.140946   0.00497541  -0.456358
   0.007127   61984.26   9.141983   0.00496947  -0.485213
   0.009013   60985.50   9.142969   0.00496383  -0.514418
   0.011026   59988.51   9.143888   0.00495858  -0.543971
   0.013158   58989.27   9.144762   0.00495359  -0.574026
   0.015406   57998.56   9.145613   0.00494874  -0.604300
   0.017775   57011.60   9.146443   0.00494402  -0.634946
   0.020258   56035.10   9.147248   0.00493944  -0.665763
   0.022851   55069.91   9.148016   0.00493507  -0.696715
   0.025553   54119.74   9.148747   0.00493092  -0.727680
   0.028364   53184.40   9.149446   0.00492695  -0.758665
   0.031296   52264.86   9.150124   0.00492311  -0.789641
   0.034349   51361.42   9.150788   0.00491935  -0.820595
   0.037526   50475.10   9.151451   0.00491560  -0.851498
   0.040850   49601.33   9.152116   0.00491183  -0.882499
   0.044312   48741.93   9.152766   0.00490816  -0.913511
   0.047906   47898.87   9.153394   0.00490461  -0.944448
   0.051621   47074.26   9.153994   0.00490122  -0.975216
   0.055481   46263.00   9.154567   0.00489799  -1.005987
   0.059503   45462.97   9.155117   0.00489489  -1.036841
   0.063655   44680.74   9.155635   0.00489198  -1.067509
   0.067972   43910.13   9.156124   0.00488922  -1.098221
   0.072445   43154.77   9.156596   0.00488656  -1.128836
   0.077095   42412.43   9.157062   0.00488394  -1.159445
   0.081949   41680.87   9.157531   0.00488131  -1.190139
   0.086997   40962.53   9.158001   0.00487867  -1.220809
   0.092225   40260.20   9.158471   0.00487603  -1.251323
   0.097656   39570.82   9.158938   0.00487341  -1.281793
   0.103336   38889.28   9.159398   0.00487083  -1.312434
   0.109207   38222.92   9.159843   0.00486833  -1.342904
   0.115333   37564.98   9.160275   0.00486591  -1.373498
   0.121676   36919.22   9.160673   0.00486368  -1.404019
   0.128190   36289.80   9.161026   0.00486171  -1.434243
   0.134950   35670.88   9.161349   0.00485990  -1.464450
   0.142019   35058.78   9.161658   0.00485817  -1.494826
   0.149298   34463.70   9.161960   0.00485648  -1.524868
   0.156912   33877.37   9.162276   0.00485471  -1.554993
   0.164916   33298.32   9.162628   0.00485274  -1.585295
   0.173318   32727.35   9.163023   0.00485054  -1.615735
   0.181966   32173.91   9.163434   0.00484825  -1.645774
   0.190965   31629.52   9.163847   0.00484594  -1.675832
   0.200323   31092.84   9.164241   0.00484374  -1.705955
   0.210114   30559.29   9.164599   0.00484175  -1.736381
   0.220053   30043.83   9.164902   0.00484006  -1.766237
   0.230389   29534.61   9.165177   0.00483853  -1.796208
   0.241143   29031.88   9.165433   0.00483710  -1.826288
   0.252323   28536.38   9.165678   0.00483574  -1.856438
   0.267323   27921.67   9.165983   0.00483404  -1.894574
   0.282323   27374.61   9.166269   0.00483245  -1.929233
   0.297323   26931.72   9.166513   0.00483109  -1.957812
   0.312323   26605.09   9.166702   0.00483004  -1.979199
   0.327323   26412.00   9.166832   0.00482920  -1.991965
   0.342323   26276.71   9.166936   0.00482862  -2.000991
   0.357323   26197.06   9.167018   0.00482817  -2.006346
   0.372323   26123.26   9.167098   0.00482772  -2.011327
   0.387323   26067.98   9.167170   0.00482732  -2.015080
   0.402323   26037.16   9.167232   0.00482698  -2.017197
   0.417323   26020.25   9.167288   0.00482667  -2.018381
   0.432323   26028.10   9.167333   0.00482641  -2.017902
   0.447323   26025.31   9.167384   0.00482613  -2.018140
   0.462323   26015.05   9.167437   0.00482584  -2.018878
   0.477323   26021.89   9.167484   0.00482558  -2.018468
   0.492323   26008.95   9.167539   0.00482527  -2.019387
   0.507323   25994.25   9.167594   0.00482496  -2.020424
   0.522323   26008.99   9.167638   0.00482472  -2.019482
   0.537323   26011.64   9.167686   0.00482445  -2.019355
   0.552323   26008.69   9.167737   0.00482417  -2.019602
   0.567323   25996.22   9.167792   0.00482386  -2.020491
   0.582323   25975.06   9.167851   0.00482354  -2.021963
   0.597323   25968.49   9.167902   0.00482325  -2.022454
   0.612323   25966.51   9.167953   0.00482297  -2.022637
   0.627323   25953.12   9.168008   0.00482267  -2.023588
   0.642323   25948.48   9.168058   0.00482239  -2.023949
   0.657323   25942.30   9.168110   0.00482210  -2.024415
   0.672323   25931.71   9.168164   0.00482180  -2.025178
   0.687323   25919.16   9.168217   0.00482150  -2.026072
   0.702323   25918.14   9.168267   0.00482123  -2.026190
   0.717323   25909.78   9.168319   0.00482094  -2.026803
   0.732323   25897.47   9.168373   0.00482064  -2.027683
   0.747323   25893.63   9.168423   0.00482036  -2.027989
   0.762323   25874.57   9.168481   0.00482004  -2.029327
   0.777323   25853.34   9.168539   0.00481972  -2.030811
   0.792323   25842.35   9.168593   0.00481942  -2.031604
   0.807323   25835.24   9.168645   0.00481913  -2.032134
   0.822323   25831.61   9.168696   0.00481885  -2.032429
   0.837323   25832.39   9.168745   0.00481858  -2.032425
   0.852323   25831.21   9.168794   0.00481830  -2.032555
   0.867323   25830.15   9.168844   0.00481803  -2.032675
   0.882323   25821.45   9.168897   0.00481773  -2.033313
   0.897323   25810.26   9.168951   0.00481743  -2.034120
   0.912323   25804.13   9.169003   0.00481715  -2.034585
   0.927323   25792.56   9.169057   0.00481684  -2.035418
   0.942323   25782.18   9.169110   0.00481655  -2.036171
   0.957323   25782.41   9.169159   0.00481628  -2.036204
   0.972323   25766.85   9.169216   0.00481597  -2.037309
   0.987323   25740.36   9.169275   0.00481563  -2.039156
   1.002323   25724.91   9.169330   0.00481533  -2.040254
   1.017323   25712.01   9.169384   0.00481503  -2.041179
   1.032323   25714.04   9.169431   0.00481477  -2.041088
   1.047323   25721.98   9.169477   0.00481452  -2.040598
   1.062323   25691.80   9.169538   0.00481418  -2.042699
   1.077323   25684.25   9.169589   0.00481389  -2.043261
   1.092323   25682.73   9.169639   0.00481362  -2.043413
   1.107323   25653.96   9.169700   0.00481328  -2.045421
   1.122323   25640.05   9.169754   0.00481298  -2.046418
   1.137323   25654.10   9.169796   0.00481275  -2.045508
   1.152323   25612.14   9.169866   0.00481236  -2.048422
   1.167323   25576.15   9.169929   0.00481201  -2.050928
   1.177323   25533.12   9.169999   0.00481162  -2.053923
   1.197323   25463.76   9.170089   0.00481112  -2.058738
   1.212893   25118.99   9.170335   0.00480988  -2.082682
   1.229194   24703.64   9.170604   0.00480839  -2.111916
   1.246480   24290.19   9.170880   0.00480686  -2.141512
   1.264752   23878.14   9.171157   0.00480533  -2.171511
   1.284807   23458.58   9.171427   0.00480383  -2.202576
   1.307941   23033.83   9.171705   0.00480230  -2.234596
   1.334990   22634.97   9.171969   0.00480084  -2.265205
   1.363233   22259.15   9.172222   0.00479944  -2.294543
   1.393244   21878.97   9.172466   0.00479809  -2.324713
   1.421936   21519.48   9.172694   0.00479683  -2.353723
   1.452248   21155.62   9.172913   0.00479562  -2.383566
   1.483397   20804.54   9.173119   0.00479449  -2.412842
   1.514271   20465.87   9.173320   0.00479338  -2.441554
   1.546962   20120.89   9.173527   0.00479223  -2.471293
   1.578615   19794.83   9.173725   0.00479114  -2.499873
   1.610325   19476.04   9.173915   0.00479009  -2.528268
   1.644060   19149.48   9.174106   0.00478904  -2.557834
   1.676947   18828.07   9.174291   0.00478802  -2.587423
   1.708535   18526.26   9.174461   0.00478708  -2.615666
   1.740497   18231.12   9.174626   0.00478617  -2.643729
   1.774875   17921.69   9.174795   0.00478525  -2.673635
   1.807627   17640.84   9.174942   0.00478444  -2.701220
   1.840946   17349.08   9.175092   0.00478361  -2.730341
   1.874905   17064.30   9.175247   0.00478276  -2.759248
   1.909670   16787.20   9.175405   0.00478188  -2.787848
   1.943460   16517.52   9.175565   0.00478101  -2.816141
   1.976284   16261.29   9.175720   0.00478015  -2.843456
   2.011013   15999.05   9.175875   0.00477930  -2.871854
   2.046585   15741.58   9.176022   0.00477849  -2.900184
   2.080576   15506.41   9.176147   0.00477780  -2.926458
   2.113179   15273.94   9.176273   0.00477711  -2.952824
   2.145420   15047.98   9.176396   0.00477643  -2.978839
   2.173131   14851.03   9.176506   0.00477583  -3.001835
   2.199414   14680.82   9.176599   0.00477531  -3.021953
   2.221420   14525.49   9.176686   0.00477484  -3.040519
   2.242091   14380.86   9.176766   0.00477440  -3.057983
   2.262322   14243.80   9.176840   0.00477399  -3.074692
   2.281701   14115.59   9.176910   0.00477361  -3.090470
   2.301406   13987.98   9.176980   0.00477322  -3.106315
   2.322545   13863.58   9.177045   0.00477286  -3.121899
   2.345309   13732.45   9.177114   0.00477249  -3.138477
   2.365844   13604.28   9.177180   0.00477213  -3.154833
   2.385325   13486.59   9.177238   0.00477180  -3.169986
   2.405075   13369.40   9.177296   0.00477148  -3.185205
   2.426405   13242.97   9.177358   0.00477115  -3.201772
   2.447964   13116.61   9.177420   0.00477081  -3.218489
   2.468644   12998.15   9.177478   0.00477049  -3.234308
   2.490904   12871.90   9.177541   0.00477014  -3.251327
   2.512059   12753.34   9.177601   0.00476981  -3.267462
   2.532606   12641.07   9.177660   0.00476949  -3.282880
   2.553500   12525.44   9.177721   0.00476915  -3.298904
   2.572865   12411.41   9.177783   0.00476881  -3.314854
   2.594511   12296.03   9.177847   0.00476846  -3.331143
   2.617154   12178.34   9.177911   0.00476811  -3.347914
   2.640509   12058.20   9.177975   0.00476776  -3.365200
   2.664377   11936.97   9.178039   0.00476741  -3.382819
   2.688813   11814.41   9.178103   0.00476705  -3.400810
   2.713812   11690.71   9.178168   0.00476670  -3.419161
   2.739318   11566.27   9.178234   0.00476633  -3.437816
   2.765275   11441.57   9.178300   0.00476597  -3.456713
   2.791628   11316.96   9.178366   0.00476561  -3.475802
   2.816855   11200.39   9.178427   0.00476528  -3.493850
   2.842541   11083.41   9.178488   0.00476494  -3.512150
   2.868473   10967.10   9.178548   0.00476461  -3.530536
   2.894640   10851.50   9.178608   0.00476428  -3.549005
   2.921040   10736.60   9.178669   0.00476395  -3.567557
   2.947665   10622.40   9.178730   0.00476362  -3.586194
   2.974518   10508.89   9.178790   0.00476328  -3.604919
   3.001597   10396.03   9.178851   0.00476295  -3.623736
   3.028913   10283.85   9.178911   0.00476262  -3.642645
   3.056479   10172.32   9.178972   0.00476229  -3.661647
   3.084327   10061.37   9.179031   0.00476196  -3.680758
   3.112440    9951.08   9.179089   0.00476164  -3.699965
   3.140842    9841.35   9.179146   0.00476133  -3.719283
   3.169512    9732.29   9.179201   0.00476103  -3.738697
   3.198464    9623.88   9.179255   0.00476074  -3.758210
   3.227679    9516.22   9.179307   0.00476045  -3.777804
   3.258877    9406.36   9.179359   0.00476017  -3.798028
   3.289402    9296.61   9.179410   0.00475989  -3.818467
   3.319155    9192.19   9.179459   0.00475962  -3.838138
   3.349267    9088.23   9.179507   0.00475936  -3.857946
   3.381324    8982.02   9.179556   0.00475909  -3.878414
   3.412460    8877.43   9.179604   0.00475882  -3.898811
   3.442873    8777.45   9.179651   0.00475857  -3.918533
   3.475282    8674.81   9.179700   0.00475830  -3.939016
   3.506551    8574.70   9.179746   0.00475804  -3.959227
   3.538869    8475.38   9.179792   0.00475779  -3.979511
   3.570032    8378.74   9.179836   0.00475755  -3.999477
   3.600431    8286.52   9.179877   0.00475733  -4.018744
   3.630839    8197.68   9.179916   0.00475711  -4.037509
   3.661674    8106.58   9.179957   0.00475689  -4.056962
   3.691557    8020.27   9.179997   0.00475667  -4.075596
   3.721268    7935.83   9.180036   0.00475646  -4.094022
   3.750581    7855.43   9.180075   0.00475624  -4.111751
   3.779952    7773.96   9.180115   0.00475602  -4.129902
   3.808141    7697.37   9.180155   0.00475581  -4.147140
   3.835820    7623.25   9.180193   0.00475559  -4.163990
   3.862953    7551.61   9.180231   0.00475539  -4.180429
   3.889526    7482.44   9.180268   0.00475519  -4.196452
