- M = 1.10 Mo
- log q(H) = -10.0
- log q(He) = -6.0
- X(O) = 0.50
- X(Ne) = 0.030
- Partial distillation
 
    t (Gyr)     Teff      log g        R/Ro      log L/Lo
  --------------------------------------------------------
   0.000000   64001.07   8.785724   0.00702556  -0.128848
   0.000100   63318.17   8.788906   0.00699987  -0.150666
   0.000164   62505.14   8.790548   0.00698665  -0.174758
   0.000239   61307.17   8.792115   0.00697405  -0.209943
   0.000320   59904.55   8.793601   0.00696213  -0.251635
   0.000408   58404.49   8.795014   0.00695082  -0.297102
   0.000507   56865.61   8.796365   0.00694002  -0.344839
   0.000618   55325.49   8.797666   0.00692963  -0.393838
   0.000748   53813.96   8.798919   0.00691964  -0.443212
   0.000900   52341.92   8.800130   0.00691000  -0.492604
   0.001082   50931.99   8.801293   0.00690076  -0.541203
   0.001301   49609.98   8.802395   0.00689200  -0.587992
   0.001569   48379.41   8.803440   0.00688372  -0.632670
   0.001901   47242.06   8.804429   0.00687588  -0.674987
   0.002320   46197.64   8.805368   0.00686846  -0.714762
   0.002857   45241.97   8.806266   0.00686136  -0.751973
   0.003550   44365.46   8.807139   0.00685447  -0.786832
   0.004447   43552.39   8.808000   0.00684768  -0.819824
   0.005599   42782.93   8.808857   0.00684092  -0.851648
   0.007057   42037.25   8.809712   0.00683419  -0.883048
   0.008864   41298.82   8.810549   0.00682760  -0.914672
   0.011028   40565.95   8.811355   0.00682127  -0.946582
   0.013559   39837.83   8.812133   0.00681517  -0.978823
   0.016462   39115.60   8.812889   0.00680924  -1.011362
   0.019751   38399.22   8.813629   0.00680344  -1.044213
   0.023467   37684.41   8.814357   0.00679774  -1.077583
   0.027575   36980.15   8.815057   0.00679226  -1.111056
   0.032089   36286.12   8.815736   0.00678696  -1.144646
   0.037027   35601.33   8.816397   0.00678179  -1.178405
   0.042356   34930.52   8.817036   0.00677680  -1.212089
   0.048129   34268.43   8.817665   0.00677190  -1.245961
   0.054309   33620.46   8.818283   0.00676708  -1.279741
   0.060921   32984.32   8.818886   0.00676238  -1.313529
   0.067954   32361.12   8.819469   0.00675784  -1.347248
   0.075419   31749.80   8.820029   0.00675349  -1.380938
   0.083324   31149.86   8.820560   0.00674937  -1.414608
   0.091617   30565.45   8.821060   0.00674548  -1.448010
   0.100371   29992.38   8.821540   0.00674176  -1.481369
   0.109594   29430.92   8.822004   0.00673815  -1.514662
   0.119259   28883.28   8.822457   0.00673464  -1.547743
   0.129450   28345.79   8.822904   0.00673117  -1.580823
   0.140121   27821.43   8.823346   0.00672775  -1.613701
   0.151365   27305.96   8.823773   0.00672444  -1.646616
   0.163120   26803.21   8.824182   0.00672128  -1.679308
   0.175409   26312.58   8.824578   0.00671821  -1.711798
   0.188381   25829.30   8.824968   0.00671520  -1.744391
