  #       Teff 			 log(L/Lsun) 		 tcool(gyr) 			logg(CGS)		  R/R_sun		        G3      		Bp3    			Rp3     		 u      		 g       			r       		i      			 z     			  g      			 r      		 i       		z     			  y    			  U      			 B    			   V      		 R      		 I       			J      			 H       		K     			 FUV     			NUV
   26204.809085002798       -1.1265780000000001        1.5083579459813564E-002   7.9596989999999996        1.3252099999999999E-002   10.342000746078917        10.224720324741376        10.549188862846414        9.9392698086313942        10.152160091612636        10.552852998462665        10.874188862846417        11.182964494101423        10.186602725826383        10.554852998462664        10.884188862846415        11.137092682057684        11.323008099186424        9.1849804166751312        10.219717457398893        10.348271587251396        10.456886014506402        10.568887872972681        10.894622526441434        10.998537943570177        11.091420344655177        9.3877374944123808        9.5710303641687844     
   25853.538967676312       -1.1513089999999999        1.5910101244651288E-002   7.9609852999999999        1.3232499999999999E-002   10.362654277997299        10.246703652060797        10.566950766138708        9.9652102855493094        10.174638743459541        10.572068433868003        10.891950766138704        11.199667441841735        10.208368677927846        10.573944829368626        10.901804305106383        11.153947105141109        11.339488526508786        9.2108981679493080        10.242954522057142        10.368384212465598        10.475798368336305        10.586093566173433        10.910172747911188        11.013714169278861        11.106402051678861        9.4376303380429274        9.6075945187513465     
   25509.503155017122       -1.1758420000000001        1.6797187118753415E-002   7.9622465000000000        1.3213300000000001E-002   10.382112556180280        10.267013737541889        10.583641623420418        9.9892954427272489        10.195544559450758        10.590150568800345        10.908641623420413        11.215321146885467        10.228637637651344        10.591734143845910        10.918151126575433        11.169888585839901        11.355096060994919        9.2349934147272474        10.264599625031272        10.387205634380861        10.493243647000929        10.602379082684882        10.925040995414404        11.028248470569421        11.120946442569425        9.4872050768671254        9.6423498309217184     
   25172.769551231613       -1.2001610000000000        1.7749699128321823E-002   7.9634831000000004        1.3194500000000000E-002   10.401140876631560        10.286865697027990        10.599961235841411        10.012838874730742        10.215986359592931        10.607831954836486        10.924961235841410        11.230625612095105        10.248452730261691        10.609125555954018        10.934134005392645        11.185478078577576        11.370358712928807        9.2585467395307450        10.285761652056765        10.405607247300319        10.510298325505248        10.618305309026345        10.939583420464972        11.042464054816202        11.135171919616203        9.5357207290242787        9.6763369510425630     
   24842.597329792447       -1.2243070000000000        1.8774406524024814E-002   7.9646938000000000        1.3176100000000000E-002   10.418352598614062        10.304943802264061        10.614787398671576        10.034263036177789        10.234558534894893        10.623858161442817        10.939787398671575        11.244748991640749        10.266542357024681        10.625134559752409        10.948944801341783        11.199748991640751        11.384444312880129        9.2798454130682000        10.305014565035306        10.422449365092822        10.525977157082201        10.632771220801368        10.952988282739716        11.055728062300334        11.148558557049300        9.5824382503241861        9.7070106212658711     
   24519.465569945216       -1.2482370000000000        1.9875784486266753E-002   7.9658787000000002        1.3158200000000000E-002   10.433627680004777        10.321140182657148        10.628022757348861        10.053436057641017        10.251140362124994        10.638120490876817        10.953022757348860        11.257613122281013        10.282796312894940        10.639671924669079        10.962503291778917        11.212613122281015        11.397274566043221        9.2987481386487563        10.322237916185104        10.437632993529187        10.540191390239025        10.645678708118803        10.965177011983110        11.067969627420903        11.161046019775371        9.6272145144153445        9.7341603279512956     
   24202.710163781619       -1.2719870000000000        2.1061165264414511E-002   7.9670383999999999        1.3140600000000001E-002   10.448585648614257        10.337004244728250        10.640987209207621        10.072209215838202        10.267379268759131        10.652088659310936        10.965987209207620        11.270216645976740        10.298713825322912        10.653912675752496        10.975784499043842        11.225216645976738        11.409847833382079        9.3172533529966461        10.339105694831565        10.452507255424932        10.554115385916278        10.658321765771403        10.977121407309641        11.079962834304306        11.173286191751197        9.6710855704994518        9.7607379244807522     
   23892.852388123934       -1.2955190000000001        2.2336533850099385E-002   7.9681867999999998        1.3123200000000000E-002   10.462439798959171        10.351667729016548        10.653031313699792        10.089266781543177        10.282299605450174        10.664991103323541        10.977937800921541        11.281830653309665        10.313399588582921        10.666991103323543        10.987924166087915        11.236830653309664        11.421435260076041        9.3340323811313013        10.354627518640299        10.466111885769042        10.566991103323542        10.670051418887915        10.988214494497786        11.091180754476039        11.184685378109666        9.7118810527443706        9.7848525018696968     
   23590.709355410680       -1.3188510000000000        2.3709348153310997E-002   7.9694140000000004        1.3104700000000000E-002   10.474734513104853        10.364603168648653        10.663810403881907        10.103707274380845        10.295286210903274        10.676384297171087        10.988451187491940        11.292041896847351        10.326308406394034        10.678384297171085        10.998401113237318        11.247041896847353        11.431624790592732        9.3481756397362545        10.368177061937832        10.477843662070295        10.578384297171088        10.680523457237317        10.998143230202761        11.101380102592731        11.194940800847352        9.7479509323029383        9.8051233953919059     
   23295.229854621190       -1.3420110000000001        2.5187614525290201E-002   7.9706751999999996        1.3085700000000000E-002   10.486895065480127        10.377387274745118        10.674488513953229        10.117953250620488        10.308118046119358        10.687663455843989        10.998866412782089        11.302161642636712        10.339070007370882        10.689663455843991        11.008783743807854        11.257161642636710        11.441727076062474        9.3621311812751102        10.381562216635878        10.489450894963603        10.589663455843990        10.690901043007855        11.007987675691332        11.111492477662473        11.205105949836710        9.7833197323136076        9.8250610871053965     
   23005.305241899765       -1.3649720000000001        2.6778483646902600E-002   7.9718802999999996        1.3067499999999999E-002   10.498749819806241        10.389851091395196        10.684888824815738        10.131847990131215        10.320625537067956        10.698653256731939        11.009006012130394        11.312011317372297        10.351514251722440        10.700653256731941        11.018894130057641        11.267011317372296        11.451561998899541        9.3757408165731153        10.394615523311399        10.500759833562798        10.600653256731940        10.701006608857638        11.017566707414195        11.121337041299542        11.214999008172297        9.8179076651985628        9.8445327519533894     
   22835.682705826657       -1.3785220000000000        2.7765346767375944E-002   7.9725741000000001        1.3057100000000000E-002   10.505238276250321        10.396676614438668        10.690690710673628        10.139326574614074        10.327767815628302        10.704799938061974        11.014800414273630        11.317636096979456        10.358365529837382        10.706799938061977        11.024544419578170        11.272654123178171        11.457069017682709        9.3833631621095357        10.401803868025731        10.507220250051610        10.606653646966514        10.706654123178168        11.023050991483995        11.126703319387250        11.220684816976881        9.8363844944347356        9.8553267671014027     
   22775.976183298262       -1.3833139999999999        2.8120572792832262E-002   7.9728177000000002        1.3053500000000001E-002   10.507508202461771        10.399064979295172        10.692720836394965        10.141942558092353        10.330271210598209        10.706951425628368        11.016829565594964        11.319605541778262        10.360763149625544        10.708951425628367        11.026521170508634        11.274629899708632        11.458995317022303        9.3860334947786832        10.404319926458950        10.509483844531399        10.608751759742038        10.708629899708633        11.024970959091934        11.128578192735972        11.222675694839005        9.8428582260131172        9.8591110650352753     
   22732.175485117328       -1.3868339999999999        2.8385077137682971E-002   7.9729966000000001        1.3050800000000000E-002   10.509183442242090        10.400827104871855        10.694220157782560        10.143871576421407        10.332117798011598        10.708539779612327        11.018328171382560        11.321060346867679        10.362531992761877        10.710539779612322        11.027981261957699        11.276089275557698        11.460418325332835        9.3880024586462696        10.406175655391642        10.511154513552068        10.610300883787463        10.710089275557696        11.026389396642816        11.129963402307975        11.224146081847717        9.8476169208240023        9.8618973758489972     
   22687.884364573936       -1.3904069999999999        2.8657236971168346E-002   7.9731779999999999        1.3048000000000001E-002   10.510889190105532        10.402620709376384        10.695748015563828        10.145833842180382        10.333996878384943        10.710157670834681        11.019855303563828        11.322543187928401        10.364332331638677        10.712157670834680        11.029469386190696        11.277576674190696        11.461868892817565        9.3900051835535141        10.408063850909530        10.512855703843242        10.611879041461547        10.711576674190693        11.027835406555267        11.131375687444431        11.225644568452990        9.8524402341591166        9.8647267121020246     
   22642.636784393653       -1.3940570000000001        2.8938006592191642E-002   7.9733628000000003        1.3045299999999999E-002   10.512605324236274        10.404426599467483        10.697282420173847        10.147812007351698        10.335890151676912        10.711784049005059        11.021388968973847        11.324031605758242        10.366145029689273        10.713784049005058        11.030963133580029        11.279069682380028        11.463324200586209        9.3920247451455179        10.409966304920486        10.514567247614485        10.613464762411239        10.713069682380029        11.029286123964424        11.132791816392389        11.227148819801817        9.8573408922594385        9.8675908833984618     
   22596.542875982279       -1.3977860000000000        2.9229289192661212E-002   7.9735512000000002        1.3042399999999999E-002   10.514378634830457        10.406291344278493        10.698870601534388        10.149852170201690        10.337843984299401        10.713465925382422        11.022976396734386        11.325572939610367        10.368016642505616        10.715465925382418        11.032509828237494        11.280615623437495        11.464831669340604        9.3941071482985805        10.411929351953653        10.516335951003331        10.615105152085530        10.714615623437496        11.030788985513475        11.134259305643713        11.228706150464621        9.8623578692744616        9.8705338276006636     
   22549.192803810834       -1.4016230000000001        2.9532516988611406E-002   7.9737448999999998        1.3039500000000001E-002   10.516187317221011        10.408193952013388        10.700489108836255        10.151934891950216        10.339838181653700        10.715180682428635        11.024594129236256        11.327143322040069        10.369926234765455        10.717180682428634        11.034085645592132        11.282190665992132        11.466367121148011        9.3962333347943350        10.413932869557836        10.518139973268944        10.616777219184510        10.716190665992134        11.032319777195941        11.135753617103887        11.230292826344201        9.8674981702666535        9.8735441468177960     
   22501.579266125053       -1.4054899999999999        2.9842962018509184E-002   7.9739401000000001        1.3036600000000001E-002   10.518003553824826        10.410104634892576        10.702114110489326        10.154026585806008        10.341841041982391        10.716902472757077        11.026218350089326        11.328719929355451        10.371843871270507        10.718902472757076        11.035667644933383        11.283771884533380        11.467908460577437        9.3983688117619479        10.415944952338258        10.519951598646895        10.618456007201132        10.717771884533381        11.033856505399505        11.137253515821492        11.231885683311312        9.8726640906636547        9.8765688121497135     
   22453.032242204812       -1.4094420000000001        3.0164899995740485E-002   7.9741394999999997        1.3033599999999999E-002   10.519862776413280        10.412060153928874        10.703778347382102        10.156166560398855        10.343890626005663        10.718665398897695        11.027881789382104        11.330334821624309        10.373806407367677        10.720665398897690        11.037287959063111        11.285391401063109        11.469487244744116        9.4005535067178485        10.418003784883265        10.521806196974481        10.620175010578699        10.719391401063110        11.035430665305313        11.138789972425119        11.233517002501909        9.8779381840917573        9.8796602712383539     
   22403.867731194034       -1.4134510000000000        3.0495497253563826E-002   7.9743414000000001        1.3030600000000000E-002   10.521739531711621        10.414034430649235        10.705457637036396        10.158327562602185        10.345960242709115        10.720444632774008        11.029560271436399        11.331964139167592        10.375787711126964        10.722444632774007        11.038922688445322        11.287025322845320        11.471079836654244        9.4027598767932616        10.420082610064572        10.523678348033894        10.621909684182931        10.721025322845318        11.037018652976514        11.140339619263170        11.235162796923049        9.8832727741944169        9.8827850977451170     
   22354.141723665602       -1.4175180000000001        3.0836187416841881E-002   7.9745463000000001        1.3027499999999999E-002   10.523648847495760        10.416042378848431        10.707167229190421        10.160524236284999        10.348064707869867        10.722255316143091        11.031269043990420        11.333623185714089        10.377802692379660        10.724255316143090        11.040587128845324        11.288688943645322        11.472701584100221        9.4050025218300988        10.422196223732332        10.525583089564527        10.623675215797988        10.722688943645323        11.038635826168985        11.141917854155118        11.236838368376553        9.8886788816265678        9.8859568316179889     
   22303.858439485986       -1.4216359999999999        3.1186032752226537E-002   7.9747535999999997        1.3024400000000000E-002   10.525574011252694        10.418067279973723        10.708890430610637        10.162739887288950        10.350187291621580        10.724080742531669        11.032991416210638        11.335295274650125        10.379834623446897        10.726080742531664        11.042264589323299        11.290365574923300        11.474335791235958        9.4072647429762952        10.424327892167923        10.527503710979524        10.625454901244325        10.724365574923297        11.040265490962785        11.143507978748616        11.238527004796474        9.8941395205277161        9.8891587168797130     
   22253.073378615591       -1.4258080000000000        3.1545994227867594E-002   7.9749634000000000        1.3021200000000000E-002   10.527530114648155        10.420124114290925        10.710642554562618        10.164989257988658        10.352342872721497        10.725936115005386        11.034742700962617        11.336995774341233        10.381898477103118        10.727936115005384        11.043970429953429        11.292070576353428        11.475997866144240        9.4095612361978453        10.426492476745889        10.529455312635960        10.627263990396198        10.726070576353429        11.041923064132046        11.145125448735055        11.240244060765622        9.8996658398182369        9.8924044091797576     
   22201.586001728112       -1.4300440000000001        3.1917034726598216E-002   7.9751764999999999        1.3018099999999999E-002   10.529489434282237        10.422185556278780        10.712395072289151        10.167245781991415        10.354504518555782        10.727793312285694        11.036494366289151        11.338695952290880        10.383966951998328        10.729793312285693        11.045675936010422        11.293775230010421        11.477658917731695        9.4118656242701384        10.428663073994873        10.531410156562696        10.629074176006966        10.727775230010423        11.043579640012151        11.146741193452968        11.241960861729968        9.9052441964785380        9.8956712867982191     
   22149.146720114393       -1.4343660000000000        3.2300594559247428E-002   7.9753935000000000        1.3014800000000000E-002   10.531509055268625        10.424309187828399        10.714204068149083        10.169568015032869        10.356730296303244        10.729708922708856        11.038302494149082        11.340451640869198        10.386097655913325        10.731708922708854        11.047436960954126        11.295535386954125        11.479374575759163        9.4142366962278281        10.430897788473093        10.533425309183702        10.630941815513896        10.729535386954122        11.045290829674240        11.148410616564206        11.243733299039050        9.9109492253701781        9.8990228243758018     
   22096.576900334574       -1.4387150000000000        3.2692885323873495E-002   7.9756115999999997        1.3011500000000000E-002   10.533532556439221        10.426436956238552        10.716016417640558        10.171894745612908        10.358960563062189        10.731628156639891        11.040113971240560        11.342210548140896        10.388232427614247        10.733628156639890        11.049201126716587        11.297298680316588        11.481093174992621        9.4166124829368787        10.433136827413575        10.535444424263526        10.632812865715918        10.731298680316590        11.047005042816926        11.150082776868649        11.245508830092282        9.9166667168699743        9.9023816862791296     
   22043.319731351017       -1.4431259999999999        3.3096297892696955E-002   7.9758325000000001        1.3008199999999999E-002   10.535575604931461        10.428585635468758        10.717845553856863        10.174244898824925        10.361213173724485        10.733565574394165        11.041942223856866        11.343985543588213        10.390388107750328        10.735565574394160        11.050981355869785        11.299078025869784        11.482827147882704        9.4190124268120012        10.435398138287626        10.537483122649890        10.634701376407081        10.733078025869785        11.048734665601136        11.151769609895625        11.247300478151354        9.9224514974263105        9.9057777473531932     
   21989.178260396009       -1.4476260000000001        3.3514656128208802E-002   7.9760574000000002        1.3004900000000000E-002   10.537842360162930        10.430968522977082        10.719853629450760        10.176871625286925        10.363693069919016        10.735714124544121        11.043948363448429        11.345927756371552        10.392787803916686        10.737704339206847        11.052959185188033        11.301022490369224        11.484726430234279        9.4216702991496497        10.437905217795894        10.539756375100207        10.636799073204514        10.735044133848429        11.050630659834280        11.153619838094674        11.249228007559733        9.9288527156978610        9.9095839624006636     
   21933.907114922280       -1.4522250000000001        3.3948934089168006E-002   7.9762873000000001        1.3001400000000000E-002   10.540991104001503        10.434271695530690        10.722569749646929        10.180583796922239        10.367059504978791        10.738697974546270        11.046658331483904        11.348532414676775        10.396148086815767        10.740638150624214        11.055724424368982        11.303620996513750        11.487282889154720        9.4253342714001853        10.441375123385924        10.542956077123556        10.639726732461192        10.737753182283903        11.053188038354719        11.156121945469643        11.251688987310615        9.9375765768670554        9.9149744657815049     
   21878.119996025467       -1.4568829999999999        3.4396772748704278E-002   7.9765195999999996        1.2997900000000000E-002   10.544165145320406        10.437601812602370        10.725306921218575        10.184327021539222        10.370453374971326        10.741705583708484        11.049389395653591        11.351157082810623        10.399535849406341        10.743595150869488        11.058511275657565        11.306239557245643        11.489858806771633        9.4290287455002257        10.444873531014292        10.546181656559401        10.642677625304508        10.740483317253592        11.055764885171634        11.158643005167654        11.254168333093645        9.9463797215951395        9.9204123050725457     
   21821.469828191846       -1.4616210000000001        3.4859146479207313E-002   7.9767558999999997        1.2994400000000000E-002   10.547380627150174        10.440975995880267        10.728078560361043        10.188120991576737        10.373892195944739        10.744752060234751        11.052154937668375        11.353814476417424        10.402968573252073        10.746590129155608        11.061333467840184        11.308890853724760        11.492466592538284        9.4327731076975905        10.448418609995690        10.549449581829320        10.645666506462943        10.743247914068375        11.058373616138281        11.161195085966474        11.256677848379999        9.9553133800857605        9.9259277379467914     
   21763.964056957564       -1.4664470000000001        3.5337509446281959E-002   7.9769959000000004        1.2990800000000000E-002   10.550654005184278        10.444410691057904        10.730901172395434        10.191982132668997        10.377392396978699        10.747853880955148        11.054971469617684        11.356521116909349        10.406462694200947        10.749639564189856        11.064207505560727        11.311591414131598        11.495122767344057        9.4365837831036998        10.452026782487032        10.552776305549571        10.648709861412108        10.746063486017682        11.061030750944056        11.163794715001014        11.259234051813472        9.9643933709404067        9.9315369974368153     
   21705.610226457258       -1.4713529999999999        3.5832365128737817E-002   7.9772395999999999        1.2987200000000001E-002   10.553968279385741        10.447888886874354        10.733757806229415        10.195893390314675        10.380936953563905        10.750994068465113        11.057822046113406        11.359260068282326        10.410001193447899        10.752726480407576        11.067116435886946        11.314324308166322        11.497810397024791        9.4404437190571375        10.455681014594981        10.556144825843278        10.651790720291567        10.748913087713406        11.063719355424789        11.166424965651247        11.261820012909718        9.9736020254565094        9.9372228293984595     
   21646.415977776269       -1.4763450000000000        3.6344219013106797E-002   7.9774871000000003        1.2983500000000000E-002   10.557339868150194        10.451426990202997        10.736664929186276        10.199871120359980        10.384542260232156        10.754189064483526        11.060723139979345        11.362047812741828        10.413600471025219        10.755867321268234        11.070076724001567        11.317106023534894        11.500545966326541        9.4443692739446874        10.459397690669668        10.559571559765484        10.654925532061299        10.751813191579341        11.066455914726539        11.169102330704320        11.264452221895965        9.9829550791074624        9.9430013866072997     
   21586.239934307530       -1.4814320000000001        3.6874534502310777E-002   7.9777389000000003        1.2979700000000000E-002   10.560775435142594        10.455032073706084        10.739628085050645        10.203923468781246        10.388215543588574        10.757445110545516        11.063680286433849        11.364889609319258        10.417267744971779        10.759068193496619        11.073094046499540        11.319941810702465        11.503334603470359        9.4483684629323488        10.463184309503164        10.563063307791493        10.658120394879825        10.754769330833851        11.069245559070358        11.171831799004666        11.267135547372559        9.9924735925898442        9.9488851503169524     
   21525.041626851624       -1.4866210000000000        3.7424301400342072E-002   7.9779949999999999        1.2975900000000000E-002   10.564260230801521        10.458689514248958        10.742632195488346        10.208036143726131        10.391942218458111        10.760747335682078        11.066678409652338        11.367770298742050        10.420988432622108        10.762314183144932        11.076153368025489        11.322816512906043        11.506161106204905        9.4524269511889880        10.467026369368403        10.566605363338665        10.661360397308931        10.757766429652341        11.072073086204904        11.174598127831755        11.269854701130617        10.002147032351720        9.9548610982777053     
   21462.830707701600       -1.4919100000000001        3.7994991709976264E-002   7.9782552999999998        1.2971999999999999E-002   10.567810624749786        10.462415666745798        10.745693693892278        10.212225451262864        10.395738621978538        10.764112138072889        11.069733950351839        11.370706334107680        10.424778878438097        10.765621691121034        11.079271119644137        11.325746590567242        11.509041929555828        9.4565610467110019        10.470940195822692        10.570214092901644        10.664661947580591        10.760820929151841        11.074954950755824        11.177417781463525        11.272626141652111        10.011990913388139        9.9609452804814680     
   21399.469146344814       -1.4973129999999999        3.8588561482691144E-002   7.9785206999999998        1.2968000000000000E-002   10.571433117429907        10.466217435331950        10.748817979659583        10.216499321172813        10.399611810515067        10.767545607668938        11.072852300930125        11.373702835152274        10.428646131785607        10.768996672744743        11.082452831783778        11.328737156422813        11.511982065828077        9.4607785518486178        10.474933110692918        10.573896135154103        10.668030994015284        10.763938218130123        11.077896148628076        11.180295617774421        11.275454609979684        10.022025816696656        9.9671498708593678     
   21335.164709354394       -1.5028100000000000        3.9203619381147629E-002   7.9787900000000000        1.2964000000000000E-002   10.575101397335505        10.470067933955324        10.751980364262455        10.220829362402313        10.403534653872025        10.771022051463564        11.076008799636394        11.376735533681163        10.432563089245971        10.772413620798979        11.085673634927044        11.331763969055107        11.514957423016575        9.4650512517377230        10.478977599827257        10.577624988000089        10.671442056172918        10.767093639636396        11.080872583016575        11.183207747725927        11.278316361687402        10.032204544376892        9.9734401886559745     
   21269.584202716091       -1.5084320000000000        3.9843567035897878E-002   7.9790644999999998        1.2959900000000000E-002   10.578847847551495        10.474000503983953        10.755210596132615        10.225251428923139        10.407540860260935        10.774572858159642        11.079233171652918        11.379833506538050        10.436563435781240        10.775903608842055        11.088963587450204        11.334856082058353        11.517996773220462        9.4694146956055487        10.483108009375806        10.581433354869082        10.674926184362358        10.770316913652922        11.083913031220460        11.186182615423176        11.281239564585286        10.042593351557509        9.9798622877607617     
   21202.691773827595       -1.5141830000000001        4.0510858057516544E-002   7.9793447000000004        1.2955700000000001E-002   10.582674234087550        10.478017030841231        10.758510138603002        10.229767675763364        10.411632350029821        10.778199688209030        11.082526885240588        11.382998143350656        10.440649096667409        10.779468254545277        11.092324193466760        11.338014889988242        11.521101467286902        9.4738709996996082        10.487326334319752        10.585323046551308        10.678485001182858        10.773609506440588        11.087018846086901        11.189221537860730        11.284225493959392        10.053197788697398        9.9864194682002125     
   21134.549746926794       -1.5200600000000000        4.1205554379318186E-002   7.9796296000000000        1.2951499999999999E-002   10.586561048064613        10.482097843881153        10.761859964182712        10.234358041491713        10.415789367605566        10.781883215705395        11.085870927511369        11.386210545276565        10.444800330934225        10.783088283723664        11.095736377764442        11.341221508605226        11.524252650094834        9.4784001463099834        10.491612713040372        10.589274498446347        10.682099247052324        10.776952409111370        11.090171168494830        11.192305718241759        11.287255378131366        10.063992208975680        9.9930898161089381     
   21065.220041142129       -1.5260590000000001        4.1927239830217899E-002   7.9799195999999997        1.2947200000000001E-002   10.590522224572648        10.486256720005336        10.765274472545673        10.239035821010368        10.420025618186138        10.785637563096078        11.089279711123730        11.389485234227958        10.449030856764193        10.786777866159163        11.099214491082588        11.344490472806012        11.527464894091043        9.4830154808734513        10.495980738281911        10.593301599909562        10.685783104737215        10.780360032723731        11.093384572491043        11.195449792532184        11.290343892217216        10.074984414918084        9.9998847880033033     
   20994.474086807288       -1.5321979999999999        4.2680310113374732E-002   7.9802147000000003        1.2942800000000001E-002   10.594689566875317        10.490638055241277        10.768877257256580        10.243953610332611        10.424485298754469        10.789588322022542        11.092877694583983        11.392934732131209        10.453484861427071        10.790672551808335        11.102872168670789        11.347935169458612        11.530850065018019        9.4878740318052088        10.500575054453456        10.597542336301700        10.689656848723558        10.783945346630194        11.096763211267820        11.198755220733240        11.293579923266265        10.086496816634551        10.007047770629871     
   20922.713105424711       -1.5384430000000000        4.3461474493290783E-002   7.9805142000000000        1.2938300000000000E-002   10.600372681669619        10.496681172942491        10.773910929218442        10.250617822205790        10.430602573437067        10.794985590891315        11.097916953206322        11.397685748828021        10.459596549449188        10.796134796998011        11.107839666311744        11.352691772815902        11.535530518733445        9.4945338550179095        10.506829066438339        10.603371369058767        10.694914984290047        10.788834298629290        11.101345168699464        11.203232762825483        11.297838991753874        10.101634422989914        10.016993037004728     
   20849.277031649766       -1.5448599999999999        4.4280446329958180E-002   7.9808203999999998        1.2933699999999999E-002   10.606189257527081        10.502866153968828        10.779062906011927        10.257438591859010        10.436863440137184        10.800509647253680        11.103074469236901        11.402548295763502        10.465851876912208        10.801725525397053        11.112923746268553        11.357559858988477        11.540320854395151        9.5013503102340344        10.513230041248907        10.609337266663779        10.700296482941955        10.793838178475230        11.106035596901926        11.207815093540052        11.302197924610024        10.117126718074385        10.027172158703220     
   20774.280916786476       -1.5514300000000001        4.5134435540600863E-002   7.9811316999999997        1.2929100000000001E-002   10.612114757770803        10.509167879986871        10.784309705621881        10.264389887194278        10.443242652670081        10.806136408237949        11.108326741363394        11.407499338230538        10.472225616928570        10.807420564779649        11.118101022280181        11.362516373972051        11.545198145947326        9.5082973782527684        10.519752528294999        10.615415249537230        10.705777479013031        10.798933740655452        11.110811774956554        11.212479586980708        11.306634447589554        10.132934042730456        10.037553875656057     
   20698.029424144126       -1.5581339999999999        4.6024025723591308E-002   7.9814483999999997        1.2924400000000001E-002   10.618145048510806        10.515580694990080        10.789649932528102        10.271463324423445        10.449734252765937        10.811862959807380        11.113672340677441        11.412538664774017        10.478711844616599        10.813216728633895        11.123370370101584        11.367561072923356        11.550162487798163        9.5153667098741028        10.526389992168307        10.621600576862514        10.711355633205008        10.804120197776387        11.115674270075603        11.217227185969273        11.311150453292365        10.149012146475757        10.048115925515456     
   20620.728300407813       -1.5649530000000000        4.6948356403110549E-002   7.9817686999999999        1.2919600000000000E-002   10.624266117141225        10.522089550439187        10.795071447444897        10.278642140470971        10.456322971738778        10.817676105142858        11.119099105909442        11.417654944311074        10.485295313274232        10.819100643577904        11.128719834209850        11.372682602775622        11.555202747411482        9.5225415568064236        10.533126781873413        10.627878810140409        10.717018145408218        10.809385829245713        11.120612258189155        11.222047324041799        11.315736000078473        10.165319931293752        10.058832154394022     
   20541.540021053454       -1.5719650000000001        4.7916730529894723E-002   7.9820962000000000        1.2914800000000001E-002   10.630518824489473        10.528739509184204        10.800607530278951        10.285978659491638        10.463054738763153        10.823613369373684        11.124640362982037        11.422878138266251        10.492021906060065        10.825110611849547        11.134181903003087        11.377910970969337        11.560348063087302        9.5298742115885542        10.540010441217957        10.634292514047365        10.722800897318875        10.814762225521063        11.125653824392936        11.226966733356631        11.320415290316708        10.182008658801164        10.069793257310844     
   20461.053927166049       -1.5791180000000000        4.8926868596828627E-002   7.9824285000000001        1.2909800000000001E-002   10.636896371769582        10.535520816133753        10.806256715114076        10.293458026425585        10.469919190206587        10.829670301478247        11.130294595477752        11.428209097186420        10.498881309842913        10.831241653187407        11.139755649404920        11.383246977550092        11.565599865113585        9.5373498600619104        10.547029487988580        10.640833691915249        10.728700575696253        10.820249108968410        11.130801231222373        11.231988501622434        11.325193211040252        10.198993898292636        10.080957452321245     
   20379.287680849327       -1.5864110000000000        4.9977941475068066E-002   7.9827659999999998        1.2904799999999999E-002   10.643363986540431        10.542398612136184        10.811984383668078        10.301045209584109        10.476881452455340        10.835812201263829        11.136027173092510        11.433613259815909        10.505838663030902        10.837459060158549        11.145406460773360        11.388656049240341        11.570923611496758        9.5449334841596762        10.554149023669206        10.647467539178736        10.734682502049962        10.825811895029775        11.136020016055442        11.237078117388171        11.330035319006287        10.216238580395023        10.092288946567310     
   20296.586314051281       -1.5938159999999999        5.1068635503108681E-002   7.9831073000000004        1.2899700000000000E-002   10.649914827517762        10.549364325147504        10.817786816744224        10.308728650895553        10.483932597233455        10.842033601973966        11.141834346969713        11.439088263025919        10.512885067007964        10.843757056234423        11.151130933283763        11.394135793251408        11.576317278539968        9.5526135498700597        10.561359465179862        10.654186513289659        10.740741875627560        10.831447560172325        11.141308642926568        11.242234527133103        11.334941614249768        10.233690414186519        10.103760417947232     
   20212.824257737466       -1.6013470000000001        5.2202498499385117E-002   7.9834516000000004        1.2894600000000001E-002   10.656540821516973        10.556410506628286        10.823654820636609        10.316502079912436        10.491065295170550        10.848325924947925        11.147706926632825        11.444624417263771        10.520013189174335        10.850127188293971        11.156919750890562        11.399676523259988        11.581771047921510        9.5603837803162257        10.568653734258859        10.660982785801497        10.746869873059612        10.837146662752087        11.146657148598184        11.247447539087151        11.339901518664149        10.251357895106988        10.115371352871659     
   20127.136873426512       -1.6090770000000001        5.3392841164941161E-002   7.9838046000000000        1.2889400000000001E-002   10.663318371348517        10.563617905381385        10.829656948009358        10.324453633650627        10.498361205307958        10.854762137242226        11.153713493479277        11.450286822572984        10.527304659838038        10.856643236498876        11.162840630352704        11.405343368042903        11.587349177846409        9.5683323065807073        10.576115167691185        10.667934534401667        10.753137738058996        10.842976003356210        11.152128805770232        11.252778897806529        11.344974199756887        10.269431449246454        10.127249592393326     
   20039.736188594099       -1.6169990000000001        5.4637448883426712E-002   7.9841651000000002        1.2884000000000000E-002   10.670249880742771        10.570987860199798        10.835797525240116        10.332582845376743        10.505821444811202        10.861345485897145        11.159858347965825        11.456080632320200        10.534760622085495        10.863308266582839        11.168898084154419        11.411141455045909        11.593057028908794        9.5764586830510350        10.583744489308307        10.675043729165582        10.759549120600040        10.848940337217305        11.157729311868847        11.258234543325996        11.350166249966071        10.287885575271220        10.139385010598579     
